x,y,z,station_id,date,day_air_tmp_min,day_air_tmp_min_qc,day_air_tmp_max,day_air_tmp_max_qc,day_wind_spd_avg,day_wind_spd_avg_qc,day_rel_hum_max,day_rel_hum_max_qc,day_dew_pnt,day_dew_pnt_qc
-121385.59,13512.53,7.62,166,2014-09-01,12.40,K,36.40,K,1.40,K,85.00,K,12.40,K
-121385.59,13512.53,7.62,166,2014-09-02,13.40,K,32.40,K,1.60,K,91.00,K,13.60,K
-121385.59,13512.53,7.62,166,2014-09-03,16.80,Y,32.50,K,2.00,K,95.00,K,14.70,K
-121385.59,13512.53,7.62,166,2014-09-04,13.10,K,33.20,K,1.70,K,93.00,K,12.90,K
-121385.59,13512.53,7.62,166,2014-09-05,13.50,K,31.20,K,1.70,K,93.00,K,13.30,K
-121385.59,13512.53,7.62,166,2014-09-06,12.70,K,31.40,K,1.80,K,93.00,K,12.60,K
-121385.59,13512.53,7.62,166,2014-09-07,11.60,K,31.10,K,1.70,K,93.00,K,11.50,K
-121385.59,13512.53,7.62,166,2014-09-08,11.20,K,27.20,K,1.90,K,90.00,K,11.10,K
-121385.59,13512.53,7.62,166,2014-09-09,10.80,K,29.60,K,1.40,K,92.00,K,11.80,K
-121385.59,13512.53,7.62,166,2014-09-10,9.20,K,36.00,K,1.00,K,93.00,K,11.70,K
-121385.59,13512.53,7.62,166,2014-09-11,10.80,K,35.10,K,1.20,K,89.00,K,12.50,K
-121385.59,13512.53,7.62,166,2014-09-12,11.30,K,37.10,K,1.30,K,84.00,K,11.50,K
-121385.59,13512.53,7.62,166,2014-09-13,13.00,K,36.40,K,1.40,K,83.00,K,12.70,K
-121385.59,13512.53,7.62,166,2014-09-14,12.50,K,34.80,K,1.40,K,87.00,K,12.10,K
-121385.59,13512.53,7.62,166,2014-09-15,15.30,K,31.60,K,2.00,K,74.00,K,12.10,K
-121385.59,13512.53,7.62,166,2014-09-16,11.60,K,31.50,K,1.40,K,90.00,K,12.30,K
-121385.59,13512.53,7.62,166,2014-09-17,11.80,K,32.40,K,1.50,K,91.00,K,13.10,K
-121385.59,13512.53,7.62,166,2014-09-18,14.80,K,28.90,K,1.70,K,91.00,K,15.50,K
-121385.59,13512.53,7.62,166,2014-09-19,14.40,K,30.00,K,1.60,K,94.00,K,15.00,K
-121385.59,13512.53,7.62,166,2014-09-20,14.10,K,30.20,K,2.10,K,94.00,K,14.60,K
-121385.59,13512.53,7.62,166,2014-09-21,16.30,Y,27.10,K,2.70,K,87.00,K,14.70,K
-121385.59,13512.53,7.62,166,2014-09-22,15.50,Y,30.80,K,1.70,K,92.00,K,14.40,K
-121385.59,13512.53,7.62,166,2014-09-23,12.50,K,31.10,K,1.70,K,91.00,K,14.00,K
-121385.59,13512.53,7.62,166,2014-09-24,15.80,Y,29.20,K,1.80,K,93.00,K,16.10,K
-121385.59,13512.53,7.62,166,2014-09-25,13.60,K,22.10,K,1.30,K,95.00,K,14.50,K
-121385.59,13512.53,7.62,166,2014-09-26,11.70,K,24.00,K,1.70,K,96.00,K,12.50,K
-121385.59,13512.53,7.62,166,2014-09-27,12.50,K,25.40,K,1.50,K,93.00,K,12.50,K
-121385.59,13512.53,7.62,166,2014-09-28,11.90,K,22.20,K,1.00,K,94.00,K,13.20,K
-121385.59,13512.53,7.62,166,2014-09-29,9.60,K,27.10,K,1.20,K,97.00,K,12.80,K
-121385.59,13512.53,7.62,166,2014-09-30,10.70,K,26.40,K,1.60,K,94.00,K,13.10,K
