x,y,z,station_id,date,day_air_tmp_min,day_air_tmp_min_qc,day_air_tmp_max,day_air_tmp_max_qc,day_wind_spd_avg,day_wind_spd_avg_qc,day_rel_hum_max,day_rel_hum_max_qc,day_dew_pnt,day_dew_pnt_qc
-145702.09,-8519.12,13.72,47,2015-10-01,15.60,K,25.70,K,1.70,K,100.00,K,,I
-145702.09,-8519.12,13.72,47,2015-10-02,13.20,K,30.70,K,2.30,K,100.00,K,15.60,K
-145702.09,-8519.12,13.72,47,2015-10-03,10.90,K,31.00,K,2.60,K,100.00,K,12.30,K
-145702.09,-8519.12,13.72,47,2015-10-04,10.30,K,26.20,K,1.80,K,85.00,K,9.20,K
-145702.09,-8519.12,13.72,47,2015-10-05,11.00,K,27.30,K,1.70,K,86.00,K,11.80,K
-145702.09,-8519.12,13.72,47,2015-10-06,12.70,K,27.50,K,1.70,K,100.00,K,15.00,K
-145702.09,-8519.12,13.72,47,2015-10-07,12.20,K,30.10,K,1.60,K,88.00,K,12.80,K
-145702.09,-8519.12,13.72,47,2015-10-08,13.30,K,32.40,K,1.40,K,88.00,K,12.50,K
-145702.09,-8519.12,13.72,47,2015-10-09,13.80,K,32.00,K,2.50,K,60.00,K,7.80,K
-145702.09,-8519.12,13.72,47,2015-10-10,10.70,K,31.70,K,2.20,K,88.00,K,12.00,K
-145702.09,-8519.12,13.72,47,2015-10-11,12.80,K,31.00,K,1.90,K,78.00,K,10.80,K
-145702.09,-8519.12,13.72,47,2015-10-12,12.60,K,33.20,K,1.70,K,74.00,K,10.50,K
-145702.09,-8519.12,13.72,47,2015-10-13,13.90,K,35.00,Y,1.70,K,76.00,K,9.50,Y
-145702.09,-8519.12,13.72,47,2015-10-14,16.90,Y,33.20,K,1.80,K,58.00,K,7.20,Y
-145702.09,-8519.12,13.72,47,2015-10-15,15.90,Y,30.30,K,1.90,K,76.00,K,11.10,Y
-145702.09,-8519.12,13.72,47,2015-10-16,16.90,Y,29.80,K,2.30,K,82.00,K,13.80,K
-145702.09,-8519.12,13.72,47,2015-10-17,14.40,K,25.10,K,3.30,K,78.00,K,13.30,K
-145702.09,-8519.12,13.72,47,2015-10-18,12.20,K,23.80,K,2.10,K,87.00,K,12.00,K
-145702.09,-8519.12,13.72,47,2015-10-19,10.10,K,25.10,K,2.30,K,100.00,K,11.70,K
-145702.09,-8519.12,13.72,47,2015-10-20,14.80,Y,29.00,K,3.50,K,73.00,K,8.10,Y
-145702.09,-8519.12,13.72,47,2015-10-21,12.70,K,28.70,K,2.20,K,61.00,K,6.10,K
-145702.09,-8519.12,13.72,47,2015-10-22,8.70,K,27.70,K,1.80,K,86.00,K,8.00,K
-145702.09,-8519.12,13.72,47,2015-10-23,0.00,Y,28.50,K,1.70,K,70.00,K,6.40,Y
-145702.09,-8519.12,13.72,47,2015-10-24,8.70,K,26.90,K,1.30,K,78.00,K,9.00,K
-145702.09,-8519.12,13.72,47,2015-10-25,10.70,K,26.70,K,2.30,K,78.00,K,10.60,K
-145702.09,-8519.12,13.72,47,2015-10-26,7.90,K,26.90,K,1.40,K,100.00,K,10.20,K
-145702.09,-8519.12,13.72,47,2015-10-27,13.60,K,22.80,K,1.70,K,80.00,K,9.80,K
-145702.09,-8519.12,13.72,47,2015-10-28,12.20,K,23.60,K,2.30,K,75.00,K,11.60,K
