x,y,z,station_id,date,day_air_tmp_min,day_air_tmp_min_qc,day_air_tmp_max,day_air_tmp_max_qc,day_wind_spd_avg,day_wind_spd_avg_qc,day_rel_hum_max,day_rel_hum_max_qc,day_dew_pnt,day_dew_pnt_qc
-129869.16,-31281.62,24.99,167,2014-10-01,17.40,Y,29.20,K,3.00,K,42.00,K,3.50,K
-129869.16,-31281.62,24.99,167,2014-10-02,14.30,K,30.50,K,1.70,K,53.00,K,4.60,K
-129869.16,-31281.62,24.99,167,2014-10-03,13.30,K,33.70,K,1.50,K,61.00,K,5.40,K
-129869.16,-31281.62,24.99,167,2014-10-04,12.70,K,34.20,K,1.30,K,54.00,K,5.10,K
-129869.16,-31281.62,24.99,167,2014-10-05,11.90,K,34.30,K,1.30,K,54.00,K,5.70,K
-129869.16,-31281.62,24.99,167,2014-10-06,12.20,K,34.60,K,1.30,K,58.00,K,7.70,K
-129869.16,-31281.62,24.99,167,2014-10-07,12.90,K,33.50,K,1.90,K,71.00,K,7.20,K
-129869.16,-31281.62,24.99,167,2014-10-08,0.00,R,35.30,Y,3.60,K,70.00,K,,Q
-129869.16,-31281.62,24.99,167,2014-10-09,13.80,K,31.90,K,3.00,K,60.00,K,6.10,Y
-129869.16,-31281.62,24.99,167,2014-10-10,11.50,K,30.40,K,2.40,K,80.00,K,8.60,K
-129869.16,-31281.62,24.99,167,2014-10-11,10.80,K,30.70,K,1.50,K,80.00,K,8.90,K
-129869.16,-31281.62,24.99,167,2014-10-12,14.10,K,31.70,K,3.10,K,59.00,K,0.50,Y
-129869.16,-31281.62,24.99,167,2014-10-13,11.80,K,33.50,Y,1.40,K,54.00,K,1.40,K
-129869.16,-31281.62,24.99,167,2014-10-14,9.30,K,26.00,K,2.40,K,91.00,K,10.40,K
-129869.16,-31281.62,24.99,167,2014-10-15,13.10,K,23.80,K,1.90,K,79.00,K,11.10,K
-129869.16,-31281.62,24.99,167,2014-10-16,11.00,K,25.20,K,1.80,K,87.00,K,8.80,K
-129869.16,-31281.62,24.99,167,2014-10-17,10.00,K,24.70,K,1.20,K,74.00,K,7.30,K
-129869.16,-31281.62,24.99,167,2014-10-18,10.90,K,26.20,K,1.60,K,75.00,K,9.70,K
-129869.16,-31281.62,24.99,167,2014-10-19,10.00,K,28.00,K,2.10,K,82.00,K,10.80,K
-129869.16,-31281.62,24.99,167,2014-10-20,11.20,K,22.50,K,2.90,K,94.00,K,11.70,K
-129869.16,-31281.62,24.99,167,2014-10-21,9.40,K,22.50,K,2.50,H,89.00,H,7.00,K
-129869.16,-31281.62,24.99,167,2014-10-22,9.30,K,24.80,K,1.60,H,81.00,H,7.30,K
-129869.16,-31281.62,24.99,167,2014-10-23,11.50,K,25.20,K,1.70,K,81.00,K,10.00,K
-129869.16,-31281.62,24.99,167,2014-10-24,11.80,K,26.30,K,1.70,K,86.00,K,11.50,K
-129869.16,-31281.62,24.99,167,2014-10-25,12.40,K,24.00,K,3.00,K,85.00,K,11.00,K
-129869.16,-31281.62,24.99,167,2014-10-26,12.30,K,21.20,K,3.30,K,80.00,K,7.20,K
-129869.16,-31281.62,24.99,167,2014-10-27,9.70,K,22.10,K,2.10,K,65.00,K,4.20,K
-129869.16,-31281.62,24.99,167,2014-10-28,6.70,K,24.70,K,1.50,K,79.00,K,4.50,K
-129869.16,-31281.62,24.99,167,2014-10-29,8.80,K,26.30,K,1.10,K,70.00,K,6.10,K
-129869.16,-31281.62,24.99,167,2014-10-30,9.70,K,25.70,K,1.40,K,75.00,K,8.20,K
-129869.16,-31281.62,24.99,167,2014-10-31,12.50,K,19.60,K,2.00,K,93.00,K,11.70,K
-129869.16,-31281.62,24.99,167,2014-11-01,9.40,K,18.80,K,2.80,K,95.00,K,8.80,K
-129869.16,-31281.62,24.99,167,2014-11-02,8.90,K,19.70,K,2.70,K,88.00,K,5.90,K
-129869.16,-31281.62,24.99,167,2014-11-03,7.30,K,20.20,K,1.70,K,87.00,K,4.30,K
-129869.16,-31281.62,24.99,167,2014-11-04,4.80,K,21.40,K,1.20,K,90.00,K,6.10,K
-129869.16,-31281.62,24.99,167,2014-11-05,6.80,K,23.00,K,1.30,K,87.00,K,7.10,K
-129869.16,-31281.62,24.99,167,2014-11-06,0.00,Y,23.90,K,1.30,K,93.00,K,9.60,Y
-129869.16,-31281.62,24.99,167,2014-11-07,8.40,K,24.20,K,1.50,K,90.00,K,9.80,K
-129869.16,-31281.62,24.99,167,2014-11-08,7.80,K,25.30,K,1.00,K,90.00,K,9.30,K
-129869.16,-31281.62,24.99,167,2014-11-09,8.20,K,25.30,K,1.20,K,89.00,K,9.50,K
-129869.16,-31281.62,24.99,167,2014-11-10,7.70,K,24.20,K,1.30,K,91.00,K,9.50,K
-129869.16,-31281.62,24.99,167,2014-11-11,7.10,K,19.70,K,1.60,K,98.00,K,9.50,K
-129869.16,-31281.62,24.99,167,2014-11-12,11.50,K,20.50,K,1.50,K,82.00,K,8.00,K
-129869.16,-31281.62,24.99,167,2014-11-13,12.50,K,19.60,K,1.90,K,93.00,K,12.80,K
-129869.16,-31281.62,24.99,167,2014-11-14,10.80,K,20.50,K,3.00,K,82.00,K,10.30,K
-129869.16,-31281.62,24.99,167,2014-11-15,7.60,K,19.70,K,2.10,K,93.00,K,9.10,K
